,index,fonction,cat,grade,Echelon,durée,Indice Brut,Indice majoré,salaire brut,indice majoré calculé
285,286,Secrétaire administratif  du Ministère de la Transition écologique et solidaire,B,3,5,inf,415,369,1729.14,369.0
286,287,Secrétaire administratif  du Ministère de la Transition écologique et solidaire,B,3,6,inf,431,381,1785.38,381.0
287,288,Secrétaire administratif  du Ministère de la Transition écologique et solidaire,B,3,7,inf,452,396,1855.67,396.0
288,289,Secrétaire administratif  du Ministère de la Transition écologique et solidaire,B,3,8,inf,478,415,1944.7,415.0
289,290,Secrétaire administratif  du Ministère de la Transition écologique et solidaire,B,3,9,inf,500,431,2019.68,431.0
290,291,Secrétaire administratif  du Ministère de la Transition écologique et solidaire,B,3,10,inf,513,441,2066.54,441.0
291,292,Secrétaire administratif  du Ministère de la Transition écologique et solidaire,B,3,11,inf,538,457,2141.51,457.0
292,293,Secrétaire administratif  du Ministère de la Transition écologique et solidaire,B,3,12,inf,563,477,2235.23,477.0
293,294,Secrétaire administratif  du Ministère de la Transition écologique et solidaire,B,3,13,inf,597,503,2357.07,503.0
294,297,Assistant d’administration de l’aviation civile,B,1,1,inf,446,392,1836.92,392.0
295,298,Assistant d’administration de l’aviation civile,B,1,2,inf,461,404,1893.15,404.0
296,299,Assistant d’administration de l’aviation civile,B,1,3,inf,484,419,1963.44,419.0
297,300,Assistant d’administration de l’aviation civile,B,1,4,inf,513,441,2066.54,441.0
298,301,Assistant d’administration de l’aviation civile,B,1,5,inf,547,465,2179.0,465.0
299,302,Assistant d’administration de l’aviation civile,B,1,6,inf,573,484,2268.04,484.0
300,303,Assistant d’administration de l’aviation civile,B,1,7,inf,604,508,2380.5,508.0
301,304,Assistant d’administration de l’aviation civile,B,1,8,inf,638,534,2502.34,534.0
302,305,Assistant d’administration de l’aviation civile,B,1,9,inf,660,551,2582.0,551.0
303,306,Assistant d’administration de l’aviation civile,B,1,10,inf,684,569,2666.35,569.0
304,307,Assistant d’administration de l’aviation civile,B,1,11,inf,707,587,2750.7,587.0
305,308,Assistant d’administration de l’aviation civile,B,2,1,inf,389,356,1668.22,356.0
306,309,Assistant d’administration de l’aviation civile,B,2,2,inf,399,362,1696.34,362.0
307,310,Assistant d’administration de l’aviation civile,B,2,3,inf,415,369,1729.14,369.0
308,311,Assistant d’administration de l’aviation civile,B,2,4,inf,429,379,1776.0,379.0
309,312,Assistant d’administration de l’aviation civile,B,2,5,inf,444,390,1827.55,390.0
310,313,Assistant d’administration de l’aviation civile,B,2,6,inf,458,401,1879.1,401.0
311,314,Assistant d’administration de l’aviation civile,B,2,7,inf,480,416,1949.39,416.0
312,315,Assistant d’administration de l’aviation civile,B,2,8,inf,506,436,2043.11,436.0
313,316,Assistant d’administration de l’aviation civile,B,2,9,inf,528,452,2118.08,452.0
314,317,Assistant d’administration de l’aviation civile,B,2,10,inf,542,461,2160.26,461.0
315,318,Assistant d’administration de l’aviation civile,B,2,11,inf,567,480,2249.29,480.0
316,319,Assistant d’administration de l’aviation civile,B,2,12,inf,599,504,2361.76,504.0
317,320,Assistant d’administration de l’aviation civile,B,2,13,inf,638,534,2502.34,534.0
318,321,Assistant d’administration de l’aviation civile,B,3,1,inf,372,343,1607.31,343.0
319,322,Assistant d’administration de l’aviation civile,B,3,2,inf,379,349,1635.42,349.0
320,323,Assistant d’administration de l’aviation civile,B,3,3,inf,388,355,1663.54,355.0
321,324,Assistant d’administration de l’aviation civile,B,3,4,inf,397,361,1691.66,361.0
322,325,Assistant d’administration de l’aviation civile,B,3,5,inf,415,369,1729.14,369.0
323,326,Assistant d’administration de l’aviation civile,B,3,6,inf,431,381,1785.38,381.0
324,327,Assistant d’administration de l’aviation civile,B,3,7,inf,452,396,1855.67,396.0
325,328,Assistant d’administration de l’aviation civile,B,3,8,inf,478,415,1944.7,415.0
326,329,Assistant d’administration de l’aviation civile,B,3,9,inf,500,431,2019.68,431.0
327,330,Assistant d’administration de l’aviation civile,B,3,10,inf,513,441,2066.54,441.0
328,331,Assistant d’administration de l’aviation civile,B,3,11,inf,538,457,2141.51,457.0
329,332,Assistant d’administration de l’aviation civile,B,3,12,inf,563,477,2235.23,477.0
330,333,Assistant d’administration de l’aviation civile,B,3,13,inf,597,503,2357.07,503.0
331,334,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,1,inf,977,792,3711.33,792.0
332,335,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,2,inf,1027,830,3889.4,830.0
333,336,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,3,inf,HEA,-,4170.56,890.0
334,337,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,4,inf,HEA2,-,4334.57,925.0
335,338,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,5,inf,HEA3,-,4554.82,972.0
336,339,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,6,inf,HEB,-,4554.82,972.0
337,340,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,7,inf,HEB2,-,4746.94,1013.0
338,341,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,8,inf,HEB3,-,4999.99,1067.0
339,342,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,9,inf,HEBbis,-,4999.99,1067.0
340,343,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,10,inf,HEBbis2,-,5131.2,1095.0
341,344,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,11,inf,HEBbis3,-,5267.09,1124.0
342,345,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,12,inf,HEC,-,5267.09,1124.0
343,346,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,13,inf,HEC2,-,5379.56,1148.0
344,347,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,14,inf,HEC3,-,5496.71,1173.0
345,348,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,15,inf,HED,-,5496.71,1173.0
346,349,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,16,inf,HED2,-,5745.07,1226.0
347,350,Secrétaire général du conseil supérieur de la marine marchande -CSMM (emploi fonctionnel),A,1,17,inf,HED3,-,5993.43,1279.0
348,351,Secrétaire général de l'inspection du travail des transports-Emploi fonctionnel,A,1,1,inf,1015,821,3847.23,821.0
349,352,Secrétaire général de l'inspection du travail des transports-Emploi fonctionnel,A,1,2,inf,HEA,-,4170.56,890.0
350,353,Secrétaire général de l'inspection du travail des transports-Emploi fonctionnel,A,1,3,inf,HEA2,-,4334.57,925.0
351,354,Secrétaire général de l'inspection du travail des transports-Emploi fonctionnel,A,1,4,inf,HEA3,-,4554.82,972.0
352,355,Secrétaire général de l'inspection du travail des transports-Emploi fonctionnel,A,1,5,inf,HEB,-,4554.82,972.0
353,356,Secrétaire général de l'inspection du travail des transports-Emploi fonctionnel,A,1,6,inf,HEB2,-,4746.94,1013.0
354,357,Secrétaire général de l'inspection du travail des transports-Emploi fonctionnel,A,1,7,inf,HEB3,-,4999.99,1067.0
355,358,Secrétaire général de l'inspection du travail des transports-Emploi fonctionnel,A,1,8,inf,HEBbis,-,4999.99,1067.0
356,359,Secrétaire général de l'inspection du travail des transports-Emploi fonctionnel,A,1,9,inf,HEBbis2,-,5131.2,1095.0
357,360,Secrétaire général de l'inspection du travail des transports-Emploi fonctionnel,A,1,10,inf,HEBbis3,-,5267.09,1124.0
358,361,Responsable technique de l’aviation civile-emploi fonctionnel,A,1,1,inf,562,476,2230.55,476.0
359,362,Responsable technique de l’aviation civile-emploi fonctionnel,A,1,2,inf,593,500,2343.01,500.0
360,363,Responsable technique de l’aviation civile-emploi fonctionnel,A,1,3,inf,626,525,2460.16,525.0
361,364,Responsable technique de l’aviation civile-emploi fonctionnel,A,1,4,inf,660,551,2582.0,551.0
362,365,Responsable technique de l’aviation civile-emploi fonctionnel,A,1,5,inf,687,571,2675.72,571.0
363,366,Responsable technique de l’aviation civile-emploi fonctionnel,A,1,6,inf,725,600,2811.62,600.0
364,367,Responsable de capitainerie -emploi fonctionnel,A,1,1,inf,638,534,2502.34,534.0
365,368,Responsable de capitainerie -emploi fonctionnel,A,1,2,inf,660,551,2582.0,551.0
366,369,Responsable de capitainerie -emploi fonctionnel,A,1,3,inf,684,569,2666.35,569.0
367,370,Responsable de capitainerie -emploi fonctionnel,A,1,4,inf,707,587,2750.7,587.0
368,371,Officier du corps technique et administratif des affaires maritimes,A,1,1,inf,HED,-,5496.71,1173.0
369,372,Officier du corps technique et administratif des affaires maritimes,A,1,2,inf,HED2,-,5745.07,1226.0
370,373,Officier du corps technique et administratif des affaires maritimes,A,1,3,inf,HED3,-,5993.43,1279.0
371,374,Officier du corps technique et administratif des affaires maritimes,A,2,1,inf,HEC,-,5267.09,1124.0
372,375,Officier du corps technique et administratif des affaires maritimes,A,2,2,inf,HEC2,-,5379.56,1148.0
373,376,Officier du corps technique et administratif des affaires maritimes,A,2,3,inf,HEC3,-,5496.71,1173.0
374,377,Officier du corps technique et administratif des affaires maritimes,A,3,1,inf,989,801,3753.51,801.0
375,378,Officier du corps technique et administratif des affaires maritimes,A,3,2,inf,1015,821,3847.23,821.0
376,379,Officier du corps technique et administratif des affaires maritimes,A,3,3,inf,HEA,-,4170.56,890.0
377,380,Officier du corps technique et administratif des affaires maritimes,A,3,4,inf,HEA2,-,4334.57,925.0
378,381,Officier du corps technique et administratif des affaires maritimes,A,3,5,inf,HEA3,-,4554.82,972.0
379,382,Officier du corps technique et administratif des affaires maritimes,A,3,6,inf,HEB,-,4554.82,972.0
380,383,Officier du corps technique et administratif des affaires maritimes,A,3,7,inf,HEB2,-,4746.94,1013.0
381,384,Officier du corps technique et administratif des affaires maritimes,A,3,8,inf,HEB3,-,4999.99,1067.0
382,385,Officier du corps technique et administratif des affaires maritimes,A,4,1,inf,878,716,3355.19,716.0
383,386,Officier du corps technique et administratif des affaires maritimes,A,4,2,inf,901,734,3439.54,734.0
384,387,Officier du corps technique et administratif des affaires maritimes,A,4,3,inf,930,756,3542.63,756.0
385,388,Officier du corps technique et administratif des affaires maritimes,A,4,4,inf,966,783,3669.16,783.0
386,389,Officier du corps technique et administratif des affaires maritimes,A,4,5,inf,1015,821,3847.23,821.0
387,390,Officier du corps technique et administratif des affaires maritimes,A,4,6,inf,HEA,-,4170.56,890.0
388,391,Officier du corps technique et administratif des affaires maritimes,A,4,7,inf,HEA2,-,4334.57,925.0
389,392,Officier du corps technique et administratif des affaires maritimes,A,4,8,inf,HEA3,-,4554.82,972.0
390,393,Officier du corps technique et administratif des affaires maritimes,A,5,1,inf,772,635,2975.63,635.0
391,394,Officier du corps technique et administratif des affaires maritimes,A,5,2,inf,801,658,3083.4,658.0
392,395,Officier du corps technique et administratif des affaires maritimes,A,5,3,inf,842,689,3228.67,689.0
393,396,Officier du corps technique et administratif des affaires maritimes,A,5,4,inf,852,696,3261.47,696.0
394,397,Officier du corps technique et administratif des affaires maritimes,A,5,5,inf,878,716,3355.19,716.0
395,398,Officier du corps technique et administratif des affaires maritimes,A,5,6,inf,930,756,3542.63,756.0
396,399,Officier du corps technique et administratif des affaires maritimes,A,6,1,inf,676,563,2638.23,563.0
397,400,Officier du corps technique et administratif des affaires maritimes,A,6,2,inf,686,570,2671.03,570.0
398,401,Officier du corps technique et administratif des affaires maritimes,A,6,3,inf,694,576,2699.15,576.0
399,402,Officier du corps technique et administratif des affaires maritimes,A,6,4,inf,706,586,2746.01,586.0
400,403,Officier du corps technique et administratif des affaires maritimes,A,6,5,inf,720,596,2792.87,596.0
401,404,Officier du corps technique et administratif des affaires maritimes,A,6,6,inf,746,616,2886.59,616.0
402,405,Officier du corps technique et administratif des affaires maritimes,A,7,1,inf,389,356,1668.22,356.0
403,406,Officier du corps technique et administratif des affaires maritimes,A,7,2,inf,457,400,1874.41,400.0
404,407,Officier du corps technique et administratif des affaires maritimes,A,7,3,inf,528,452,2118.08,452.0
405,408,Officier du corps technique et administratif des affaires maritimes,A,7,4,inf,576,486,2277.41,486.0
406,409,Officier du corps technique et administratif des affaires maritimes,A,7,5,inf,627,526,2464.85,526.0
407,410,Officier du corps technique et administratif des affaires maritimes,A,8,1,inf,389,356,1668.22,356.0
408,411,Officier de port adjoint,A,1,1,inf,489,422,1977.5,422.0
409,412,Officier de port adjoint,A,1,2,inf,521,447,2094.65,447.0
410,413,Officier de port adjoint,A,1,3,inf,559,474,2221.18,474.0
411,414,Officier de port adjoint,A,1,4,inf,585,494,2314.9,494.0
412,415,Officier de port adjoint,A,1,5,inf,610,512,2399.24,512.0
413,416,Officier de port adjoint,A,1,6,inf,635,532,2492.97,532.0
414,417,Officier de port adjoint,A,1,7,inf,654,546,2558.57,546.0
415,418,Officier de port adjoint,A,1,8,inf,675,562,2633.55,562.0
416,419,Officier de port adjoint,A,2,1,inf,389,356,1668.22,356.0
417,420,Officier de port adjoint,A,2,2,inf,399,362,1696.34,362.0
418,421,Officier de port adjoint,A,2,3,inf,406,366,1715.09,366.0
419,422,Officier de port adjoint,A,2,4,inf,449,394,1846.29,394.0
420,423,Officier de port adjoint,A,2,5,inf,473,412,1930.64,412.0
421,424,Officier de port adjoint,A,2,6,inf,501,432,2024.36,432.0
422,425,Officier de port adjoint,A,2,7,inf,538,457,2141.51,457.0
423,426,Officier de port adjoint,A,2,8,inf,567,480,2249.29,480.0
424,427,Officier de port adjoint,A,2,9,inf,600,505,2366.44,505.0
425,428,Officier de port adjoint,A,2,10,inf,630,528,2474.22,528.0
426,429,Officier de port,A,1,1,inf,752,621,2910.02,621.0
427,430,Officier de port,A,1,2,inf,821,673,3153.69,673.0
428,431,Officier de port,A,1,3,inf,876,715,3350.51,715.0
429,432,Officier de port,A,1,4,inf,939,763,3575.44,763.0
430,433,Officier de port,A,1,5,inf,995,806,3776.94,806.0
431,434,Officier de port,A,1,6,inf,1015,821,3847.23,821.0
432,435,Officier de port,A,2,1,inf,639,535,2507.02,535.0
433,436,Officier de port,A,2,2,inf,693,575,2694.46,575.0
434,437,Officier de port,A,2,3,inf,732,605,2835.05,605.0
435,438,Officier de port,A,2,4,inf,791,650,3045.92,650.0
436,439,Officier de port,A,2,5,inf,843,690,3233.36,690.0
437,440,Officier de port,A,2,6,inf,869,710,3327.08,710.0
438,441,Officier de port,A,3,1,inf,542,461,2160.26,461.0
439,442,Officier de port,A,3,2,inf,568,481,2253.98,481.0
440,443,Officier de port,A,3,3,inf,610,512,2399.24,512.0
441,444,Officier de port,A,3,4,inf,654,546,2558.57,546.0
442,445,Officier de port,A,3,5,inf,691,574,2689.78,574.0
443,446,Officier de port,A,3,6,inf,730,604,2830.36,604.0
444,447,Officier de port,A,3,7,inf,777,639,2994.37,639.0
445,448,Officier de port,A,3,8,inf,798,656,3074.03,656.0
446,449,Officier de port,A,4,1,inf,500,431,2019.68,431.0
447,452,Ingénieur électronicien des systèmes de la sécurité aérienne-IESSA,A,1,1,inf,837,685,3209.93,685.0
448,453,Ingénieur électronicien des systèmes de la sécurité aérienne-IESSA,A,1,2,inf,890,725,3397.37,725.0
449,454,Ingénieur électronicien des systèmes de la sécurité aérienne-IESSA,A,1,3,inf,946,768,3598.87,768.0
450,455,Ingénieur électronicien des systèmes de la sécurité aérienne-IESSA,A,1,4,inf,995,806,3776.94,806.0
451,456,Ingénieur électronicien des systèmes de la sécurité aérienne-IESSA,A,1,5,inf,1027,830,3889.4,830.0
452,457,Ingénieur électronicien des systèmes de la sécurité aérienne-IESSA,A,1,6,inf,HEA,-,4170.56,890.0
