web-scraper-order,web-scraper-start-url,fonction,fonction-href,Echelon,Indice Brut,Indice majoré,Durée,Salaire brut,catA,catB,catC
"1651680600-759","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint administratif des services du Premier Ministre","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-administratif-services-premier-ministre/1/6664.htm","4","387","354","1 an","1 658,85 €","null","null","C"
"1651681703-7328","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Astronome et physicien","https://www.emploi-collectivites.fr/grille-indiciaire-etat-astronome-physicien/1/5188.htm","","HEE","-","1 an","5 993,43 €","A","null","null"
"1651681259-5902","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Administrateur des affaires maritimes -AAM","https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur-affaires-maritimes-aam/1/6654.htm","4","966","783","9 ans","3 669,16 €","A","null","null"
"1651682646-12821","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Emploi d'encadrement de l'enseignement et de la formation professionnelle agricoles","https://www.emploi-collectivites.fr/grille-indiciaire-etat-emploi-encadrement-enseignement-formation-professionnelle-agricoles/1/6621.htm","6","HEB","-","1 an","4 554,82 €","A","null","null"
"1651680600-764","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint administratif des services du Premier Ministre","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-administratif-services-premier-ministre/1/6664.htm","9","446","392","3 ans","1 836,92 €","null","null","C"
"1651682187-9842","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-officier de l'armée de l'air","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-armee-air/1/6071.htm","2","614","515","1 an","2 413,30 €","null","B","null"
"1651681202-5543","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien supérieur du développement durable-TSDD","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-superieur-developpement-durable-tsdd/1/5798.htm","7","480","416","2 ans","1 949,39 €","null","B","null"
"1651681242-5813","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur de l'agriculture et de l'environnement (IAE)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-agriculture-environnement-iae/1/6651.htm","5","611","513","3 ans","2 403,93 €","A","null","null"
"1651682551-12204","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Attaché d'administration de l'Etat -corps interministériel - CIGEM","https://www.emploi-collectivites.fr/grille-indiciaire-etat-attache-administration-corps-interministeriel-cigem/1/5051.htm","10","1015","821","","3 847,23 €","A","null","null"
"1651680677-1149","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de service administratif et technique de la direction de l’information légale et administrative (journaux officiels)-Emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-service-administratif-technique-direction-information-legale-journaux/1/5069.htm","3","801","658","2 ans","3 083,40 €","A","null","null"
"1651682056-9037","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de service administratifs et financiers de la Caisse des dépôts et consignations-CDC- (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-service-administratifs-financiers-caisse-depots-consignations-cdc-emploi/1/5522.htm","3","855","699","2 ans","3 275,53 €","A","null","null"
"1651680952-4178","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien des systèmes d'information et de communication-SIC","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-systemes-information-communication-sic/1/6018.htm","8","506","436","3 ans","2 043,11 €","null","B","null"
"1651681478-6672","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Maître de conférences","https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-conferences/1/5141.htm","2","878","716","1 an","3 355,19 €","A","null","null"
"1651680883-3466","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Secrétaire administratif du Ministère des Sports","https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-ministere-sports/1/6662.htm","5","547","465","2 ans","2 179,00 €","null","B","null"
"1651681834-7951","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien supérieur de l'économie et de l'industrie -TSEI","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-superieur-economie-industrie-tsei/1/6636.htm","13","597","503","-","2 357,07 €","null","B","null"
"1651682464-11621","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de travaux d’art","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-travaux-art/1/5218.htm","2","457","400","2 ans","1 874,41 €","A","null","null"
"1651681412-6393","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur d'éducation physique et sportive -EPS","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-education-physique-sportive-eps/1/5577.htm","10","763","629","4 ans","2 947,51 €","A","null","null"
"1651682376-11157","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chirurgien-dentiste des armées","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chirurgien-dentiste-armees/1/6099.htm","","HEA3","-","1 an","4 554,82 €","A","null","null"
"1651682376-11153","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chirurgien-dentiste des armées","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chirurgien-dentiste-armees/1/6099.htm","4","1001","810","1 an","3 795,68 €","A","null","null"
"1651682276-10587","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier de l'air","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-air/1/6089.htm","1","1001","810","1 an","3 795,68 €","A","null","null"
"1651680499-37","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Aide technicien de la météorologie","https://www.emploi-collectivites.fr/grille-indiciaire-etat-aide-technicien-meteorologie/1/5867.htm","4","430","380","2 ans","1 780,69 €","null","null","C"
"1651680501-71","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique du Ministère de la Transition écologique et solidaire","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-ministere-transition-ecologique-solidaire/1/6693.htm","6","404","365","1 an","1 710,40 €","null","null","C"
"1651682217-10115","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Vétérinaire des armées","https://www.emploi-collectivites.fr/grille-indiciaire-etat-veterinaire-armees/1/6100.htm","6","HEA","-","1 an","4 170,56 €","A","null","null"
"1651681836-7961","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien supérieur de La Poste-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-superieur-poste-extinction/1/6534.htm","10","555","471","2 ans","2 207,12 €","null","B","null"
"1651682459-11596","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conservateur du patrimoine","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conservateur-patrimoine/1/5201.htm","7","HEB","-","1 an","4 554,82 €","A","null","null"
"1651680928-4031","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Attaché d'administration du Ministère des Sports","https://www.emploi-collectivites.fr/grille-indiciaire-etat-attache-administration-ministere-sports/1/6661.htm","","","","","","null","null","null"
"1651681231-5692","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des travaux publics de l'État (ITPE)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-travaux-publics-itpe/1/6648.htm","4","565","478","2 ans 6 mois","2 239,92 €","A","null","null"
"1651681404-6320","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur des universités de médecine générale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-universites-medecine-generale/1/5139.htm","","HEB2","-","1 an","4 746,94 €","A","null","null"
"1651682268-10489","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier du corps technique et administratif de l'armée de terre","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-corps-technique-administratif-armee-terre/1/6080.htm","2","558","473","1 an","2 216,49 €","A","null","null"
"1651682306-10803","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur militaire des essences","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-militaire-essences/1/6088.htm","8","387","354","3 ans","1 658,85 €","A","null","null"
"1651680554-560","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des études et de l'exploitation de l'aviation civile -IEEAC","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-etudes-exploitation-aviation-civile-ieeac/1/6113.htm","6","896","730","3 ans","3 420,80 €","A","null","null"
"1651682626-12693","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Inspecteur de santé publique vétérinaire-ISPV","https://www.emploi-collectivites.fr/grille-indiciaire-etat-inspecteur-sante-publique-veterinaire-ispv/1/5365.htm","5","665","555","2 ans","2 600,74 €","A","null","null"
"1651682559-12269","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Architecte et urbaniste de l'Etat","https://www.emploi-collectivites.fr/grille-indiciaire-etat-architecte-urbaniste/1/5055.htm","","HEB3","-","1 an","4 999,99 €","A","null","null"
"1651681270-5930","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Magasinier des bibliothèques","https://www.emploi-collectivites.fr/grille-indiciaire-etat-magasinier-bibliotheques/1/5751.htm","2","397","361","1 an","1 691,66 €","null","null","C"
"1651681788-7650","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Aide-technicien des installations de La Poste -en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-aide-technicien-installations-poste-extinction/1/6161.htm","10","465","407","4 ans","1 907,21 €","null","null","C"
"1651681519-6780","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur d'études du ministère chargé de l'enseignement supérieur","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-etudes-ministere-charge-enseignement-superieur/1/6580.htm","14","821","673","-","3 153,69 €","A","null","null"
"1651680504-109","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint d'administration de l'aviation civile","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-administration-aviation-civile/1/5856.htm","11","473","412","4 ans","1 930,64 €","null","null","C"
"1651682589-12513","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Secrétaire administratif du ministère de l'agriculture et de l'Alimentation","https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-ministere-agriculture-alimentation/1/6130.htm","13","638","534","-","2 502,34 €","null","B","null"
"1651680768-1972","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Magistrat placé hors hiérarchie de l'ordre judiciaire (emplois fonctionnels)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-place-hierarchie-ordre-judiciaire-emplois-fonctionnels/1/5671.htm","","HED2","-","1 an","5 745,07 €","A","null","null"
"1651682015-8979","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur départemental de la concurrence, de la consommation et de la répression des fraudes-DDCCRF","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-departemental-concurrence-consommation-repression-fraudes-ddccrf/1/5324.htm","1","1005","813","2 ans","3 809,74 €","A","null","null"
"1651681705-7348","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Assistant scientifique Institut National de la Santé et de la Recherche Médicale IRSEM","https://www.emploi-collectivites.fr/grille-indiciaire-etat-assistant-scientifique-institut-national-sante-recherche-medicale-irsem/1/5133.htm","","","","","","null","null","null"
"1651680576-641","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef d’unité technique de Météo-France (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-unite-technique-meteo-france-emploi-fonctionnel/1/5862.htm","3","876","715","2 ans 6 mois","3 350,51 €","A","null","null"
"1651681715-7367","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Assistant de l'enseignement supérieur (nouveau régime)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-assistant-enseignement-superieur-nouveau-regime/1/5148.htm","","","","","","null","null","null"
"1651682190-9934","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-officier de la marine","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-marine/1/6069.htm","3","390","357","2 ans","1 672,91 €","null","B","null"
"1651682309-10828","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur d'études et de fabrications  IEF","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-etudes-fabrications-ief/1/5448.htm","7","946","768","3 ans","3 598,87 €","A","null","null"
"1651681862-8115","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Dessinateur projeteur du Ministère des finances (en voie d'extinction)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-dessinateur-projeteur-ministere-finances-extinction/1/5275.htm","7","604","508","3 ans","2 380,50 €","null","B","null"
"1651681522-6785","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur d'études d'établissement public scientifique et technologique","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-etudes-etablissement-public-scientifique-technologique/1/5150.htm","5","849","694","2 ans 6 mois","3 252,10 €","A","null","null"
"1651682107-9435","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Attaché économique","https://www.emploi-collectivites.fr/grille-indiciaire-etat-attache-economique/1/5502.htm","9","732","605","3 ans","2 835,05 €","A","null","null"
"1651682646-12844","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Emploi d'encadrement de l'enseignement et de la formation professionnelle agricoles","https://www.emploi-collectivites.fr/grille-indiciaire-etat-emploi-encadrement-enseignement-formation-professionnelle-agricoles/1/6621.htm","7","930","756","2 ans","3 542,63 €","A","null","null"
"1651681800-7747","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent d'exploitation du service général de La Poste-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-exploitation-service-general-poste-extinction/1/6059.htm","11","465","407","4 ans","1 907,21 €","null","null","C"
"1651681911-8502","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef d'atelier de la monnaie de Paris (MDP) (ex Monnaies et médailles)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-atelier-monnaie-paris-mdp-ex-monnaies-medailles/1/5512.htm","12","581","491","4 ans","2 300,84 €","null","B","null"
"1651680665-1109","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conseiller maître en service extraordinaire Cour des Comptes","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conseiller-maitre-service-extraordinaire-cour-comptes/1/6585.htm","5","HED","-","1 an","5 496,71 €","A","null","null"
"1651682257-10355","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier et officier spécialisé de la marine","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-officier-specialise-marine/1/6103.htm","1","493","425","1 an","1 991,56 €","A","null","null"
"1651682066-9104","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de mission du ministère de l'économie, de l'industrie, de l'emploi, du budget et des comptes publics -Emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-mission-ministere-economie-industrie-emploi-budget-comptes-publics/1/5281.htm","2","812","666","2 ans","3 120,89 €","A","null","null"
"1651682053-9032","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de service comptable à la direction générale des finances publiques-emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-service-comptable-direction-generale-finances-publiques-emploi-fonctionnel/1/6212.htm","","HEA3","-","-","4 554,82 €","A","null","null"
"1651682543-12123","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de service des administrations de l’Etat (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-service-administrations-emploi-fonctionnel/1/5046.htm","","HEBbis3","-","1 an","5 267,09 €","A","null","null"
"1651680627-944","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Président de chambre régionale des comptes-CRC","https://www.emploi-collectivites.fr/grille-indiciaire-etat-president-chambre-regionale-comptes-crc/1/5082.htm","6","HEE","-","1 an","5 993,43 €","A","null","null"
"1651681435-6547","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur agrégé de l'enseignement du second degré","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-agrege-enseignement-second-degre/1/5573.htm","10","988","800","4 ans","3 748,82 €","A","null","null"
"1651681991-8903","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Emploi supérieur de France Télécom -emploi fonctionnel-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-emploi-superieur-france-telecom-emploi-fonctionnel-extinction/1/6587.htm","2","853","697","3 ans","3 266,16 €","A","null","null"
"1651681526-6829","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur de recherche du ministère chargé de l'enseignement supérieur","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-recherche-ministere-charge-enseignement-superieur/1/6573.htm","10","869","710","3 ans","3 327,08 €","A","null","null"
"1651682367-11027","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Commissaire de l'air","https://www.emploi-collectivites.fr/grille-indiciaire-etat-commissaire-air/1/6092.htm","5","1001","810","1 an","3 795,68 €","A","null","null"
"1651682508-11881","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien des administrations de l'Etat","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-administrations/1/5059.htm","7","604","508","3 ans","2 380,50 €","null","B","null"
"1651681167-5387","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur de recherche du développement durable","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-recherche-developpement-durable/1/5754.htm","","HEA2","-","1 an","4 334,57 €","A","null","null"
"1651681510-6742","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Inspecteur d'académie-inspecteur pédagogique régional (IA-IPR)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-inspecteur-academie-inspecteur-pedagogique-regional-ia-ipr/1/5540.htm","Echelon spécial","HEBbis","-","1 an","4 999,99 €","A","null","null"
"1651682049-9019","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de service comptable du Trésor public","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-service-comptable-tresor-public/1/5283.htm","","","","","","null","null","null"
"1651681451-6587","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Médecin de l'éducation nationale-conseiller technique -Emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-medecin-education-nationale-conseiller-technique-emploi-fonctionnel/1/6004.htm","","HEA2","-","1 an","4 334,57 €","A","null","null"
"1651681879-8212","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Contrôleur des finances publiques","https://www.emploi-collectivites.fr/grille-indiciaire-etat-controleur-finances-publiques/1/5290.htm","8","506","436","3 ans","2 043,11 €","null","B","null"
"1651682474-11650","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Assistant ingénieur du ministère de la culture","https://www.emploi-collectivites.fr/grille-indiciaire-etat-assistant-ingenieur-ministere-culture/1/5207.htm","6","539","458","2 ans","2 146,20 €","A","null","null"
"1651680789-2266","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Educateur de la protection judiciaire de la jeunesse-PJJ","https://www.emploi-collectivites.fr/grille-indiciaire-etat-educateur-protection-judiciaire-jeunesse-pjj/1/6603.htm","11","655","546","2 ans 6 mois","2 558,57 €","A","null","null"
"1651680880-3412","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien des administrations du Ministère des Sports","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-administrations-ministere-sports/1/6663.htm","10","542","461","3 ans","2 160,26 €","null","B","null"
"1651681510-6751","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Inspecteur d'académie-inspecteur pédagogique régional (IA-IPR)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-inspecteur-academie-inspecteur-pedagogique-regional-ia-ipr/1/5540.htm","7","HEA","-","1 an","4 170,56 €","A","null","null"
"1651682187-9895","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-officier de l'armée de l'air","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-armee-air/1/6071.htm","1","371","343","1 an","1 607,31 €","null","B","null"
"1651682431-11416","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Inspecteur et conseiller de la création, des enseignements artistiques et de l'action culturelle -ICCEAAC","https://www.emploi-collectivites.fr/grille-indiciaire-etat-inspecteur-conseiller-creation-enseignements-artistiques-action-culturelle/1/6309.htm","6","762","628","2 ans","2 942,82 €","A","null","null"
"1651682205-10080","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Contrôleur spécialisé de la direction générale de la sécurité extérieure-DGSE","https://www.emploi-collectivites.fr/grille-indiciaire-etat-controleur-specialise-direction-generale-securite-exterieure-dgse/1/6313.htm","13","638","534","-","2 502,34 €","null","B","null"
"1651682464-11617","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de travaux d’art","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-travaux-art/1/5218.htm","8","946","768","3 ans","3 598,87 €","A","null","null"
"1651681150-5361","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des ponts, des eaux et des forêts-IPEF","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-ponts-eaux-forets-ipef/1/5790.htm","10","977","792","-","3 711,33 €","A","null","null"
"1651681423-6484","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur d'Arts et Métiers Paris Tech (ex école supérieure des arts et métiers-ENSAM)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-arts-metiers-paris-tech-ex-ecole-superieure-arts-metiers-ensam/1/5984.htm","10","988","800","4 ans","3 748,82 €","A","null","null"
"1651681282-5973","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique territorial des établissements d'enseignement","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-territorial-etablissements-enseignement/1/6483.htm","8","499","430","3 ans","2 014,99 €","null","null","C"
"1651680849-3054","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Chef de mission des juridictions financières (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-mission-juridictions-financieres-emploi-fonctionnel/1/6253.htm","2","812","666","2 ans","3 120,89 €","A","null","null"
"1651681110-5101","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ouvrier des parcs et ateliers des ponts et chaussées et des bases aériennes-OPA-Transféré en Territoriale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ouvrier-parcs-ateliers-ponts-chaussees-bases-aeriennes-opa-transfere/1/6553.htm","6","378","348","1 an","1 630,74 €","null","null","C"
"1651682426-11383","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Maître de conférences des écoles nationales supérieures d'architecture","https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-conferences-ecoles-nationales-superieures-architecture/1/5210.htm","3","912","743","3 ans","3 481,72 €","A","null","null"
"1651681009-4644","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur des services actifs de police de la préfecture de police-emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-services-actifs-police-prefecture-police-emploi-fonctionnel/1/6033.htm","1","HEC","-","1 an","5 267,09 €","A","null","null"
"1651680547-457","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur électronicien des systèmes de la sécurité aérienne-IESSA","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-electronicien-systemes-securite-aerienne-iessa/1/6115.htm","6","HEA","-","1 an","4 170,56 €","A","null","null"
"1651680516-261","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Secrétaire administratif  du Ministère de la Transition écologique et solidaire","https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-ministere-transition-ecologique-solidaire/1/6694.htm","4","513","441","2 ans","2 066,54 €","null","B","null"
"1651681117-5151","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Dessinateur de l'équipement","https://www.emploi-collectivites.fr/grille-indiciaire-etat-dessinateur-equipement/1/5801.htm","11","473","412","4 ans","1 930,64 €","null","null","C"
"1651681340-6115","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Bibliothécaire assistant spécialisé (BIBAS)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-bibliothecaire-assistant-specialise-bibas/1/5744.htm","5","547","465","2 ans","2 179,00 €","null","B","null"
"1651681929-8583","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Réviseur des travaux de bâtiment de France Télécom-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-reviseur-travaux-batiment-france-telecom-extinction/1/6166.htm","2","425","377","1 an","1 766,63 €","A","null","null"
"1651681270-5942","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Magasinier des bibliothèques","https://www.emploi-collectivites.fr/grille-indiciaire-etat-magasinier-bibliotheques/1/5751.htm","4","387","354","1 an","1 658,85 €","null","null","C"
"1651682559-12297","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Architecte et urbaniste de l'Etat","https://www.emploi-collectivites.fr/grille-indiciaire-etat-architecte-urbaniste/1/5055.htm","5","665","555","2 ans","2 600,74 €","A","null","null"
"1651682156-9600","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Auxiliaire de puériculture","https://www.emploi-collectivites.fr/grille-indiciaire-etat-auxiliaire-puericulture/1/6109.htm","2","397","361","1 an","1 691,66 €","null","null","C"
"1651681423-6469","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur d'Arts et Métiers Paris Tech (ex école supérieure des arts et métiers-ENSAM)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-arts-metiers-paris-tech-ex-ecole-superieure-arts-metiers-ensam/1/5984.htm","6","HEA","-","1 an","4 170,56 €","A","null","null"
"1651680535-399","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier du corps technique et administratif des affaires maritimes","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-corps-technique-administratif-affaires-maritimes/1/6364.htm","1","676","563","1 an","2 638,23 €","A","null","null"
"1651682608-12591","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur de l’enseignement supérieur agricole-PESA","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-enseignement-superieur-agricole-pesa/1/5411.htm","","HEB2","-","1 an","4 746,94 €","A","null","null"
"1651682254-10299","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier greffier du service de la justice militaire","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-greffier-service-justice-militaire/1/6083.htm","1","804","660","1 an","3 092,78 €","A","null","null"
"1651680552-533","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur des travaux météorologie","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-travaux-meteorologie/1/5863.htm","5","837","685","3 ans","3 209,93 €","A","null","null"
"1651680514-238","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien du Ministère de la Transition écologique et solidaire","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-ministere-transition-ecologique-solidaire/1/6695.htm","7","480","416","2 ans","1 949,39 €","null","B","null"
"1651681814-7818","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent d’exploitation de La Poste-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-exploitation-poste-extinction/1/6061.htm","5","350","327","3 ans","1 532,33 €","null","null","C"
"1651681965-8752","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Inspecteur des douanes et droits indirects","https://www.emploi-collectivites.fr/grille-indiciaire-etat-inspecteur-douanes-droits-indirects/1/5312.htm","10","778","640","4 ans","2 999,06 €","A","null","null"
